,Tahun,Bulan,SektorEkonomi,percentNPL,pandemicTF,Inflasi,EconGrowth,Unemployment,valueChannel,biRate,NPL
483,2013,Mar,Jasa Perorangan yang Melayani Rumah Tangga,0.05119047619,0,0.63,5.54,5.88,840,5.75,43
484,2013,Mar,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.02493074792,0,0.63,5.54,5.88,361,5.75,9
485,2013,Mar,Kegiatan yang belum jelas batasannya,0.028573774530000002,0,0.63,5.54,5.88,24358,5.75,696
486,2013,Apr,Pertanian Perburuan dan Kehutanan,0.04044760197,0,-0.1,5.59,5.88,44057,5.75,1782
487,2013,Apr,Perikanan,0.07007575758,0,-0.1,5.59,5.88,3168,5.75,222
488,2013,Apr,Pertambangan dan Penggalian,0.049754178960000006,0,-0.1,5.59,5.88,5085,5.75,253
489,2013,Apr,Industri Pengolahan,0.03299970613,0,-0.1,5.59,5.88,57849,5.75,1909
490,2013,Apr,Listrik gas dan air,0.010265700479999999,0,-0.1,5.59,5.88,1656,5.75,17
491,2013,Apr,Konstruksi,0.054125810829999996,0,-0.1,5.59,5.88,33145,5.75,1794
492,2013,Apr,Perdagangan Besar dan Eceran,0.037356311,0,-0.1,5.59,5.88,265069,5.75,9902
493,2013,Apr,Penyediaan akomodasi dan penyediaan makan minum,0.03788676068,0,-0.1,5.59,5.88,14253,5.75,540
494,2013,Apr,Transportasi pergudangan dan komunikasi,0.021228794130000003,0,-0.1,5.59,5.88,21810,5.75,463
495,2013,Apr,Perantara Keuangan,0.01683528296,0,-0.1,5.59,5.88,12652,5.75,213
496,2013,Apr,Real Estate Usaha Persewaan,0.0299322521,0,-0.1,5.59,5.88,24355,5.75,729
497,2013,Apr,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.01639344262,0,-0.1,5.59,5.88,244,5.75,4
498,2013,Apr,Jasa Pendidikan,0.022017409109999997,0,-0.1,5.59,5.88,1953,5.75,43
499,2013,Apr,Jasa Kesehatan dan Kegiatan Sosial,0.021534320319999998,0,-0.1,5.59,5.88,3715,5.75,80
500,2013,Apr,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.03476435795,0,-0.1,5.59,5.88,26205,5.75,911
501,2013,Apr,Jasa Perorangan yang Melayani Rumah Tangga,0.04689331769999999,0,-0.1,5.59,5.88,853,5.75,40
502,2013,Apr,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.02608695652,0,-0.1,5.59,5.88,345,5.75,9
503,2013,Apr,Kegiatan yang belum jelas batasannya,0.026824961490000004,0,-0.1,5.59,5.88,26617,5.75,714
504,2013,May,Pertanian Perburuan dan Kehutanan,0.03928587114,0,-0.03,5.59,5.88,45538,5.75,1789
505,2013,May,Perikanan,0.06709362611,0,-0.03,5.59,5.88,3279,5.75,220
506,2013,May,Pertambangan dan Penggalian,0.0343049772,0,-0.03,5.59,5.88,5043,5.75,173
507,2013,May,Industri Pengolahan,0.032442430099999996,0,-0.03,5.59,5.88,60014,5.75,1947
508,2013,May,Listrik gas dan air,0.01022864019,0,-0.03,5.59,5.88,1662,5.75,17
509,2013,May,Konstruksi,0.057632756050000004,0,-0.03,5.59,5.88,34876,5.75,2010
510,2013,May,Perdagangan Besar dan Eceran,0.03743272137,0,-0.03,5.59,5.88,271260,5.75,10154
511,2013,May,Penyediaan akomodasi dan penyediaan makan minum,0.03737191079,0,-0.03,5.59,5.88,14931,5.75,558
512,2013,May,Transportasi pergudangan dan komunikasi,0.02224664761,0,-0.03,5.59,5.88,22745,5.75,506
513,2013,May,Perantara Keuangan,0.01625111309,0,-0.03,5.59,5.88,13476,5.75,219
514,2013,May,Real Estate Usaha Persewaan,0.029293284839999996,0,-0.03,5.59,5.88,25569,5.75,749
515,2013,May,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.01646090535,0,-0.03,5.59,5.88,243,5.75,4
516,2013,May,Jasa Pendidikan,0.021201413430000003,0,-0.03,5.59,5.88,1981,5.75,42
517,2013,May,Jasa Kesehatan dan Kegiatan Sosial,0.019864087819999997,0,-0.03,5.59,5.88,3826,5.75,76
518,2013,May,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.03500409622,0,-0.03,5.59,5.88,26854,5.75,940
519,2013,May,Jasa Perorangan yang Melayani Rumah Tangga,0.04269662921,0,-0.03,5.59,5.88,890,5.75,38
520,2013,May,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.02431610942,0,-0.03,5.59,5.88,329,5.75,8
521,2013,May,Kegiatan yang belum jelas batasannya,0.027019755550000003,0,-0.03,5.59,5.88,26018,5.75,703
522,2013,Jun,Pertanian Perburuan dan Kehutanan,0.03616068288,0,1.03,5.59,5.88,42643,6.0,1542
523,2013,Jun,Perikanan,0.056548491060000004,0,1.03,5.59,5.88,3413,6.0,193
524,2013,Jun,Pertambangan dan Penggalian,0.03545647558,0,1.03,5.59,5.88,4710,6.0,167
525,2013,Jun,Industri Pengolahan,0.02835342591,0,1.03,5.59,5.88,65530,6.0,1858
526,2013,Jun,Listrik gas dan air,0.012283640420000002,0,1.03,5.59,5.88,1791,6.0,22
527,2013,Jun,Konstruksi,0.05080905286,0,1.03,5.59,5.88,37513,6.0,1906
528,2013,Jun,Perdagangan Besar dan Eceran,0.035070058939999996,0,1.03,5.59,5.88,307955,6.0,10800
529,2013,Jun,Penyediaan akomodasi dan penyediaan makan minum,0.02331442974,0,1.03,5.59,5.88,15870,6.0,370
530,2013,Jun,Transportasi pergudangan dan komunikasi,0.02220828105,0,1.03,5.59,5.88,23910,6.0,531
531,2013,Jun,Perantara Keuangan,0.01626280696,0,1.03,5.59,5.88,12298,6.0,200
532,2013,Jun,Real Estate Usaha Persewaan,0.02778951474,0,1.03,5.59,5.88,30767,6.0,855
533,2013,Jun,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.01176470588,0,1.03,5.59,5.88,255,6.0,3
534,2013,Jun,Jasa Pendidikan,0.01797637391,0,1.03,5.59,5.88,1947,6.0,35
535,2013,Jun,Jasa Kesehatan dan Kegiatan Sosial,0.01712415009,0,1.03,5.59,5.88,3971,6.0,68
536,2013,Jun,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.0331144141,0,1.03,5.59,5.88,28930,6.0,958
537,2013,Jun,Jasa Perorangan yang Melayani Rumah Tangga,0.0363797693,0,1.03,5.59,5.88,1127,6.0,41
538,2013,Jun,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.029220779219999996,0,1.03,5.59,5.88,308,6.0,9
539,2013,Jun,Kegiatan yang belum jelas batasannya,0.016189290159999998,0,1.03,5.59,5.88,803,6.0,13
540,2013,Jul,Pertanian Perburuan dan Kehutanan,0.03636280264,0,3.29,5.52,5.88,43616,6.5,1586
541,2013,Jul,Perikanan,0.040983606560000004,0,3.29,5.52,5.88,3416,6.5,140
542,2013,Jul,Pertambangan dan Penggalian,0.042971147939999996,0,3.29,5.52,5.88,4887,6.5,210
543,2013,Jul,Industri Pengolahan,0.03201780669,0,3.29,5.52,5.88,58405,6.5,1870
544,2013,Jul,Listrik gas dan air,0.01384881708,0,3.29,5.52,5.88,1733,6.5,24
545,2013,Jul,Konstruksi,0.0509057971,0,3.29,5.52,5.88,38640,6.5,1967
546,2013,Jul,Perdagangan Besar dan Eceran,0.03590568405,0,3.29,5.52,5.88,310870,6.5,11162
547,2013,Jul,Penyediaan akomodasi dan penyediaan makan minum,0.023477394449999998,0,3.29,5.52,5.88,16058,6.5,377
548,2013,Jul,Transportasi pergudangan dan komunikasi,0.02470296607,0,3.29,5.52,5.88,23398,6.5,578
549,2013,Jul,Perantara Keuangan,0.01602539875,0,3.29,5.52,5.88,13229,6.5,212
550,2013,Jul,Real Estate Usaha Persewaan,0.02848782997,0,3.29,5.52,5.88,31101,6.5,886
551,2013,Jul,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.01083032491,0,3.29,5.52,5.88,277,6.5,3
552,2013,Jul,Jasa Pendidikan,0.01713709677,0,3.29,5.52,5.88,1984,6.5,34
553,2013,Jul,Jasa Kesehatan dan Kegiatan Sosial,0.018015794669999998,0,3.29,5.52,5.88,4052,6.5,73
554,2013,Jul,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.03290472816,0,3.29,5.52,5.88,29631,6.5,975
555,2013,Jul,Jasa Perorangan yang Melayani Rumah Tangga,0.028451882850000002,0,3.29,5.52,5.88,1195,6.5,34
556,2013,Jul,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03146853147,0,3.29,5.52,5.88,286,6.5,9
557,2013,Jul,Kegiatan yang belum jelas batasannya,0.008196721311,0,3.29,5.52,5.88,1708,6.5,14
558,2013,Aug,Pertanian Perburuan dan Kehutanan,0.03839118306,0,1.12,5.52,6.17,43734,7.0,1679
559,2013,Aug,Perikanan,0.04540128881,0,1.12,5.52,6.17,3414,7.0,155
560,2013,Aug,Pertambangan dan Penggalian,0.04130476742,0,1.12,5.52,6.17,5181,7.0,214
561,2013,Aug,Industri Pengolahan,0.03329210293,0,1.12,5.52,6.17,57401,7.0,1911
562,2013,Aug,Listrik gas dan air,0.0147579693,0,1.12,5.52,6.17,1694,7.0,25
563,2013,Aug,Konstruksi,0.05406674842999999,0,1.12,5.52,6.17,38323,7.0,2072
564,2013,Aug,Perdagangan Besar dan Eceran,0.03714132953,0,1.12,5.52,6.17,308605,7.0,11462
565,2013,Aug,Penyediaan akomodasi dan penyediaan makan minum,0.023875,0,1.12,5.52,6.17,16000,7.0,382
566,2013,Aug,Transportasi pergudangan dan komunikasi,0.026460955010000002,0,1.12,5.52,6.17,23204,7.0,614
567,2013,Aug,Perantara Keuangan,0.02303248556,0,1.12,5.52,6.17,13329,7.0,307
568,2013,Aug,Real Estate Usaha Persewaan,0.029164737779999998,0,1.12,5.52,6.17,30242,7.0,882
569,2013,Aug,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.01063829787,0,1.12,5.52,6.17,282,7.0,3
570,2013,Aug,Jasa Pendidikan,0.01924050633,0,1.12,5.52,6.17,1975,7.0,38
571,2013,Aug,Jasa Kesehatan dan Kegiatan Sosial,0.01900765243,0,1.12,5.52,6.17,4051,7.0,77
572,2013,Aug,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.03411406997,0,1.12,5.52,6.17,29929,7.0,1021
573,2013,Aug,Jasa Perorangan yang Melayani Rumah Tangga,0.030278884460000006,0,1.12,5.52,6.17,1255,7.0,38
574,2013,Aug,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.02898550725,0,1.12,5.52,6.17,276,7.0,8
575,2013,Aug,Kegiatan yang belum jelas batasannya,0.009803921569,0,1.12,5.52,6.17,408,7.0,4
576,2013,Sep,Pertanian Perburuan dan Kehutanan,0.03669887815,0,-0.35,5.52,6.17,45015,7.25,1652
577,2013,Sep,Perikanan,0.03929384966,0,-0.35,5.52,6.17,3512,7.25,138
578,2013,Sep,Pertambangan dan Penggalian,0.04095238095,0,-0.35,5.52,6.17,5250,7.25,215
579,2013,Sep,Industri Pengolahan,0.0324130897,0,-0.35,5.52,6.17,57847,7.25,1875
580,2013,Sep,Listrik gas dan air,0.013706793799999999,0,-0.35,5.52,6.17,1678,7.25,23
581,2013,Sep,Konstruksi,0.05188595715,0,-0.35,5.52,6.17,39529,7.25,2051
582,2013,Sep,Perdagangan Besar dan Eceran,0.03584295848,0,-0.35,5.52,6.17,312809,7.25,11212
583,2013,Sep,Penyediaan akomodasi dan penyediaan makan minum,0.022523055099999998,0,-0.35,5.52,6.17,16916,7.25,381
584,2013,Sep,Transportasi pergudangan dan komunikasi,0.02737758249,0,-0.35,5.52,6.17,23669,7.25,648
585,2013,Sep,Perantara Keuangan,0.023245549509999998,0,-0.35,5.52,6.17,13594,7.25,316
586,2013,Sep,Real Estate Usaha Persewaan,0.029173841010000003,0,-0.35,5.52,6.17,30781,7.25,898
587,2013,Sep,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.014705882350000001,0,-0.35,5.52,6.17,272,7.25,4
588,2013,Sep,Jasa Pendidikan,0.02180527383,0,-0.35,5.52,6.17,1972,7.25,43
589,2013,Sep,Jasa Kesehatan dan Kegiatan Sosial,0.01855015865,0,-0.35,5.52,6.17,4097,7.25,76
590,2013,Sep,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.033822948230000004,0,-0.35,5.52,6.17,30364,7.25,1027
591,2013,Sep,Jasa Perorangan yang Melayani Rumah Tangga,0.028744326780000003,0,-0.35,5.52,6.17,1322,7.25,38
592,2013,Sep,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.031007751939999998,0,-0.35,5.52,6.17,258,7.25,8
593,2013,Sep,Kegiatan yang belum jelas batasannya,0.008421052632000001,0,-0.35,5.52,6.17,475,7.25,4
594,2013,Oct,Pertanian Perburuan dan Kehutanan,0.03613483932,0,0.09,5.58,6.17,45773,7.25,1654
595,2013,Oct,Perikanan,0.05091012514,0,0.09,5.58,6.17,3516,7.25,179
596,2013,Oct,Pertambangan dan Penggalian,0.08281882052,0,0.09,5.58,6.17,4697,7.25,389
597,2013,Oct,Industri Pengolahan,0.03336761911,0,0.09,5.58,6.17,57361,7.25,1914
598,2013,Oct,Listrik gas dan air,0.014251781469999999,0,0.09,5.58,6.17,1684,7.25,24
599,2013,Oct,Konstruksi,0.051865513550000006,0,0.09,5.58,6.17,40123,7.25,2081
600,2013,Oct,Perdagangan Besar dan Eceran,0.03599143228,0,0.09,5.58,6.17,313269,7.25,11275
601,2013,Oct,Penyediaan akomodasi dan penyediaan makan minum,0.02241943017,0,0.09,5.58,6.17,17128,7.25,384
602,2013,Oct,Transportasi pergudangan dan komunikasi,0.02995795375,0,0.09,5.58,6.17,22832,7.25,684
603,2013,Oct,Perantara Keuangan,0.02419829362,0,0.09,5.58,6.17,13596,7.25,329
604,2013,Oct,Real Estate Usaha Persewaan,0.0305896359,0,0.09,5.58,6.17,30239,7.25,925
605,2013,Oct,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.007407407407,0,0.09,5.58,6.17,270,7.25,2
606,2013,Oct,Jasa Pendidikan,0.020833333330000002,0,0.09,5.58,6.17,2016,7.25,42
607,2013,Oct,Jasa Kesehatan dan Kegiatan Sosial,0.01764137264,0,0.09,5.58,6.17,4138,7.25,73
608,2013,Oct,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.03392663979,0,0.09,5.58,6.17,30507,7.25,1035
609,2013,Oct,Jasa Perorangan yang Melayani Rumah Tangga,0.02968863143,0,0.09,5.58,6.17,1381,7.25,41
610,2013,Oct,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03238866397,0,0.09,5.58,6.17,247,7.25,8
611,2013,Oct,Kegiatan yang belum jelas batasannya,0.002212389381,0,0.09,5.58,6.17,452,7.25,1
612,2013,Nov,Pertanian Perburuan dan Kehutanan,0.03494917068,0,0.12,5.58,6.17,46725,7.5,1633
613,2013,Nov,Perikanan,0.04947192885,0,0.12,5.58,6.17,3598,7.5,178
614,2013,Nov,Pertambangan dan Penggalian,0.04257507199,0,0.12,5.58,6.17,4862,7.5,207
615,2013,Nov,Industri Pengolahan,0.0313672417,0,0.12,5.58,6.17,58373,7.5,1831
616,2013,Nov,Listrik gas dan air,0.014108352140000002,0,0.12,5.58,6.17,1772,7.5,25
617,2013,Nov,Konstruksi,0.05183409136,0,0.12,5.58,6.17,40456,7.5,2097
618,2013,Nov,Perdagangan Besar dan Eceran,0.03531225171,0,0.12,5.58,6.17,314650,7.5,11111
619,2013,Nov,Penyediaan akomodasi dan penyediaan makan minum,0.021147177530000002,0,0.12,5.58,6.17,17591,7.5,372
620,2013,Nov,Transportasi pergudangan dan komunikasi,0.028262074260000006,0,0.12,5.58,6.17,23459,7.5,663
621,2013,Nov,Perantara Keuangan,0.02442382954,0,0.12,5.58,6.17,13798,7.5,337
622,2013,Nov,Real Estate Usaha Persewaan,0.032694069900000004,0,0.12,5.58,6.17,30556,7.5,999
623,2013,Nov,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.007352941176,0,0.12,5.58,6.17,272,7.5,2
624,2013,Nov,Jasa Pendidikan,0.02035749752,0,0.12,5.58,6.17,2014,7.5,41
625,2013,Nov,Jasa Kesehatan dan Kegiatan Sosial,0.016774502759999997,0,0.12,5.58,6.17,4173,7.5,70
626,2013,Nov,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.03278424293,0,0.12,5.58,6.17,31021,7.5,1017
627,2013,Nov,Jasa Perorangan yang Melayani Rumah Tangga,0.02837370242,0,0.12,5.58,6.17,1445,7.5,41
628,2013,Nov,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.03333333333,0,0.12,5.58,6.17,240,7.5,8
629,2013,Nov,Kegiatan yang belum jelas batasannya,0.005434782609,0,0.12,5.58,6.17,368,7.5,2
630,2013,Dec,Pertanian Perburuan dan Kehutanan,0.03351109082,0,0.55,5.58,6.17,48193,7.5,1615
631,2013,Dec,Perikanan,0.046128945240000004,0,0.55,5.58,6.17,3707,7.5,171
632,2013,Dec,Pertambangan dan Penggalian,0.03871239217,0,0.55,5.58,6.17,4753,7.5,184
633,2013,Dec,Industri Pengolahan,0.028891440739999996,0,0.55,5.58,6.17,60087,7.5,1736
634,2013,Dec,Listrik gas dan air,0.012571428570000001,0,0.55,5.58,6.17,1750,7.5,22
635,2013,Dec,Konstruksi,0.0480917999,0,0.55,5.58,6.17,38780,7.5,1865
636,2013,Dec,Perdagangan Besar dan Eceran,0.03287665296,0,0.55,5.58,6.17,323056,7.5,10621
637,2013,Dec,Penyediaan akomodasi dan penyediaan makan minum,0.01968894772,0,0.55,5.58,6.17,18132,7.5,357
638,2013,Dec,Transportasi pergudangan dan komunikasi,0.026853904900000003,0,0.55,5.58,6.17,24354,7.5,654
639,2013,Dec,Perantara Keuangan,0.02699992838,0,0.55,5.58,6.17,13963,7.5,377
640,2013,Dec,Real Estate Usaha Persewaan,0.02790447232,0,0.55,5.58,6.17,31572,7.5,881
641,2013,Dec,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.014084507040000001,0,0.55,5.58,6.17,284,7.5,4
642,2013,Dec,Jasa Pendidikan,0.01755965781,0,0.55,5.58,6.17,2221,7.5,39
643,2013,Dec,Jasa Kesehatan dan Kegiatan Sosial,0.01699315553,0,0.55,5.58,6.17,4237,7.5,72
644,2013,Dec,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.02781040668,0,0.55,5.58,6.17,31499,7.5,876
645,2013,Dec,Jasa Perorangan yang Melayani Rumah Tangga,0.02201467645,0,0.55,5.58,6.17,1499,7.5,33
646,2013,Dec,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.02666666667,0,0.55,5.58,6.17,225,7.5,6
647,2013,Dec,Kegiatan yang belum jelas batasannya,0.001964636542,0,0.55,5.58,6.17,509,7.5,1
648,2014,Jan,Pertanian Perburuan dan Kehutanan,0.038632924160000005,0,1.07,5.12,6.17,47576,7.5,1838
649,2014,Jan,Perikanan,0.05270419426,0,1.07,5.12,6.17,3624,7.5,191
650,2014,Jan,Pertambangan dan Penggalian,0.046385017419999994,0,1.07,5.12,6.17,4592,7.5,213
651,2014,Jan,Industri Pengolahan,0.03191904124,0,1.07,5.12,6.17,58993,7.5,1883
652,2014,Jan,Listrik gas dan air,0.01457725948,0,1.07,5.12,6.17,1715,7.5,25
653,2014,Jan,Konstruksi,0.006101907559,0,1.07,5.12,6.17,35071,7.5,214
654,2014,Jan,Perdagangan Besar dan Eceran,0.0372548647,0,1.07,5.12,6.17,315744,7.5,11763
655,2014,Jan,Penyediaan akomodasi dan penyediaan makan minum,0.02316795378,0,1.07,5.12,6.17,17999,7.5,417
656,2014,Jan,Transportasi pergudangan dan komunikasi,0.03196555008,0,1.07,5.12,6.17,24151,7.5,772
657,2014,Jan,Perantara Keuangan,0.029027159069999996,0,1.07,5.12,6.17,13918,7.5,404
658,2014,Jan,Real Estate Usaha Persewaan,0.03163032658,0,1.07,5.12,6.17,31141,7.5,985
659,2014,Jan,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.01915708812,0,1.07,5.12,6.17,261,7.5,5
660,2014,Jan,Jasa Pendidikan,0.01844532279,0,1.07,5.12,6.17,2277,7.5,42
661,2014,Jan,Jasa Kesehatan dan Kegiatan Sosial,0.01656020819,0,1.07,5.12,6.17,4227,7.5,70
662,2014,Jan,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.02978682604,0,1.07,5.12,6.17,31289,7.5,932
663,2014,Jan,Jasa Perorangan yang Melayani Rumah Tangga,0.024918032790000003,0,1.07,5.12,6.17,1525,7.5,38
664,2014,Jan,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.027649769589999998,0,1.07,5.12,6.17,217,7.5,6
665,2014,Jan,Kegiatan yang belum jelas batasannya,0.004938271605,0,1.07,5.12,6.17,405,7.5,2
666,2014,Feb,Pertanian Perburuan dan Kehutanan,0.042098525830000004,0,0.26,5.12,5.7,48434,7.5,2039
667,2014,Feb,Perikanan,0.05510092744,0,0.26,5.12,5.7,3666,7.5,202
668,2014,Feb,Pertambangan dan Penggalian,0.04841875682,0,0.26,5.12,5.7,4585,7.5,222
669,2014,Feb,Industri Pengolahan,0.03182037904,0,0.26,5.12,5.7,59993,7.5,1909
670,2014,Feb,Listrik gas dan air,0.014392630969999999,0,0.26,5.12,5.7,1737,7.5,25
671,2014,Feb,Konstruksi,0.06343854480000001,0,0.26,5.12,5.7,35294,7.5,2239
672,2014,Feb,Perdagangan Besar dan Eceran,0.03801809941,0,0.26,5.12,5.7,321005,7.5,12204
673,2014,Feb,Penyediaan akomodasi dan penyediaan makan minum,0.02294095525,0,0.26,5.12,5.7,18613,7.5,427
674,2014,Feb,Transportasi pergudangan dan komunikasi,0.03285496937,0,0.26,5.12,5.7,24319,7.5,799
675,2014,Feb,Perantara Keuangan,0.02911288108,0,0.26,5.12,5.7,14564,7.5,424
676,2014,Feb,Real Estate Usaha Persewaan,0.030718560980000004,0,0.26,5.12,5.7,31577,7.5,970
677,2014,Feb,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.01976284585,0,0.26,5.12,5.7,253,7.5,5
678,2014,Feb,Jasa Pendidikan,0.01656495205,0,0.26,5.12,5.7,2294,7.5,38
679,2014,Feb,Jasa Kesehatan dan Kegiatan Sosial,0.01805973605,0,0.26,5.12,5.7,4319,7.5,78
680,2014,Feb,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.0303030303,0,0.26,5.12,5.7,31977,7.5,969
681,2014,Feb,Jasa Perorangan yang Melayani Rumah Tangga,0.028177833439999994,0,0.26,5.12,5.7,1597,7.5,45
682,2014,Feb,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.0297029703,0,0.26,5.12,5.7,202,7.5,6
683,2014,Feb,Kegiatan yang belum jelas batasannya,0.005361930294999999,0,0.26,5.12,5.7,373,7.5,2
684,2014,Mar,Pertanian Perburuan dan Kehutanan,0.04155775738,0,0.08,5.12,5.7,49353,7.5,2051
685,2014,Mar,Perikanan,0.05265971665,0,0.08,5.12,5.7,3741,7.5,197
686,2014,Mar,Pertambangan dan Penggalian,0.07588666535000001,0,0.08,5.12,5.7,5047,7.5,383
687,2014,Mar,Industri Pengolahan,0.029102466230000002,0,0.08,5.12,5.7,64187,7.5,1868
688,2014,Mar,Listrik gas dan air,0.014423076919999998,0,0.08,5.12,5.7,1664,7.5,24
689,2014,Mar,Konstruksi,0.0602797819,0,0.08,5.12,5.7,36314,7.5,2189
690,2014,Mar,Perdagangan Besar dan Eceran,0.03686113018,0,0.08,5.12,5.7,327825,7.5,12084
691,2014,Mar,Penyediaan akomodasi dan penyediaan makan minum,0.025241035640000003,0,0.08,5.12,5.7,18462,7.5,466
692,2014,Mar,Transportasi pergudangan dan komunikasi,0.032684027069999996,0,0.08,5.12,5.7,24385,7.5,797
693,2014,Mar,Perantara Keuangan,0.026786916140000002,0,0.08,5.12,5.7,14858,7.5,398
694,2014,Mar,Real Estate Usaha Persewaan,0.03234884898,0,0.08,5.12,5.7,31624,7.5,1023
695,2014,Mar,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.027667984189999998,0,0.08,5.12,5.7,253,7.5,7
696,2014,Mar,Jasa Pendidikan,0.015306122450000001,0,0.08,5.12,5.7,2352,7.5,36
697,2014,Mar,Jasa Kesehatan dan Kegiatan Sosial,0.018872214640000003,0,0.08,5.12,5.7,4398,7.5,83
698,2014,Mar,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.03006623729,0,0.08,5.12,5.7,32761,7.5,985
699,2014,Mar,Jasa Perorangan yang Melayani Rumah Tangga,0.02562538133,0,0.08,5.12,5.7,1639,7.5,42
700,2014,Mar,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.030927835049999998,0,0.08,5.12,5.7,194,7.5,6
701,2014,Mar,Kegiatan yang belum jelas batasannya,0.002915451895,0,0.08,5.12,5.7,343,7.5,1
702,2014,Apr,Pertanian Perburuan dan Kehutanan,0.03986145473,0,-0.02,4.94,5.7,50525,7.5,2014
703,2014,Apr,Perikanan,0.05429981812999999,0,-0.02,4.94,5.7,3849,7.5,209
704,2014,Apr,Pertambangan dan Penggalian,0.05554408425,0,-0.02,4.94,5.7,4843,7.5,269
705,2014,Apr,Industri Pengolahan,0.030249384239999996,0,-0.02,4.94,5.7,64960,7.5,1965
706,2014,Apr,Listrik gas dan air,0.017579445569999998,0,-0.02,4.94,5.7,1479,7.5,26
707,2014,Apr,Konstruksi,0.06682857829,0,-0.02,4.94,5.7,37469,7.5,2504
708,2014,Apr,Perdagangan Besar dan Eceran,0.0376089499,0,-0.02,4.94,5.7,332607,7.5,12509
709,2014,Apr,Penyediaan akomodasi dan penyediaan makan minum,0.02616123865,0,-0.02,4.94,5.7,18730,7.5,490
710,2014,Apr,Transportasi pergudangan dan komunikasi,0.03236742271,0,-0.02,4.94,5.7,24778,7.5,802
711,2014,Apr,Perantara Keuangan,0.027830832200000002,0,-0.02,4.94,5.7,14660,7.5,408
712,2014,Apr,Real Estate Usaha Persewaan,0.03356348293,0,-0.02,4.94,5.7,31284,7.5,1050
713,2014,Apr,Admistrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib,0.024590163930000002,0,-0.02,4.94,5.7,244,7.5,6
714,2014,Apr,Jasa Pendidikan,0.015552753259999998,0,-0.02,4.94,5.7,2379,7.5,37
715,2014,Apr,Jasa Kesehatan dan Kegiatan Sosial,0.02157953281,0,-0.02,4.94,5.7,4495,7.5,97
716,2014,Apr,Jasa Kemasyarakatan Sosial Budaya Hiburan dan Perorangan lainnya,0.03166218948999999,0,-0.02,4.94,5.7,33131,7.5,1049
717,2014,Apr,Jasa Perorangan yang Melayani Rumah Tangga,0.024590163930000002,0,-0.02,4.94,5.7,1708,7.5,42
718,2014,Apr,Badan Internasional dan Badan Ekstra Internasional Lainnya,0.026881720430000002,0,-0.02,4.94,5.7,186,7.5,5
719,2014,Apr,Kegiatan yang belum jelas batasannya,0.035897435899999997,0,-0.02,4.94,5.7,195,7.5,7
720,2014,May,Pertanian Perburuan dan Kehutanan,0.04126047629,0,0.16,4.94,5.7,51187,7.5,2112
721,2014,May,Perikanan,0.054914036439999994,0,0.16,4.94,5.7,3897,7.5,214
722,2014,May,Pertambangan dan Penggalian,0.05744176865,0,0.16,4.94,5.7,5066,7.5,291
